°í°´¹øÈ£,A,B,C,D
16395,7,2,1719,0
16396,1,1848,3,0
16397,2,22,1806,0
16398,6,2467,20,0
16399,16,0,4661,1
16400,1,1723,1,0
16401,774,27,18,24
16402,2,2197,7,0
16403,0,9,2879,1
16404,56,1449,265,0
16405,712,87,0,3
16406,545,148,9,0
16407,647,2,5,0
16408,809,6,1,0
16409,27,15,2117,0
16410,13,1236,7,0
16411,16,42,3235,0
16412,1,2245,474,0
16413,462,3,161,4
16414,1264,34,458,0
16415,444,34,228,0
16416,2,28,2055,0
16417,16,1327,35,0
16418,7,110,2371,0
16419,3,1241,8,0
16420,10,48,2155,0
16421,3,1965,26,0
16422,600,40,0,2
16423,1114,339,57,0
16424,55,39,2,624
16425,2,16,3310,0
16426,54,1282,9,0
16427,496,207,64,0
16428,586,47,8,0
16429,0,1519,3,0
16430,452,0,0,0
16431,33,1,4616,0
16432,8,1165,7,0
16433,1,353,1379,0
16434,6,33,1628,0
16435,1,2120,2,0
16436,58,908,100,0
16437,4,1986,220,0
16438,7,2317,5,0
16439,744,449,127,0
16440,860,3,281,12
16441,509,114,0,0
16442,4,719,4460,0
16443,23,1719,64,0
16444,15,2474,2,0
16445,0,9,1889,0
16446,88,1423,5,0
16447,10,822,1,0
16448,41,2287,121,0
16449,593,0,0,0
16450,424,595,397,14
16451,1035,59,10,0
16452,518,430,6,0
16453,1096,270,529,1
16454,4,131,3468,0
16455,4,1310,1,0
16456,474,19,0,7
16457,579,23,12,1
16458,526,7,13,0
16459,5,0,3715,6
16460,1,38,3604,0
16461,449,0,97,0
16462,419,12,0,0
16463,3,41,1464,0
16464,249,1262,3,0
16465,36,2,1407,0
16466,1,1616,4,0
16467,44,14,1732,0
16468,563,11,198,0
16469,5,259,1970,0
16470,2,1092,3,0
16471,20,43,1960,0
16472,13,738,0,2
16473,7,28,1236,0
16474,474,165,64,0
16475,5,94,2499,0
16476,771,0,5,0
16477,19,9,1257,0
16478,6,1268,2,0
16479,24,1,1553,0
16480,1,2,1157,0
16481,622,106,116,0
16482,11,18,1628,0
16483,7,2222,1,0
16484,1060,0,296,0
16485,1,7,1561,0
16486,50,840,1,3
16487,562,233,2,0
16488,5,2521,2,0
16489,598,2190,9,0
16490,92,132,37,334
16491,23,2,1251,0
16492,20,19,2033,0
16493,656,330,92,0
16494,545,1128,15,2
16495,4,1,2346,0
16496,1,45,1376,0
16497,7,106,2919,0
16498,5,21,1056,0
16499,462,943,0,0
16500,564,542,5,0
16501,2,74,3237,0
16502,1,27,2093,0
16503,430,2091,145,3
16504,0,29,2588,3
16505,859,137,0,2
16506,659,43,5,2
16507,24,320,1808,0
16508,37,32,1552,0
16509,13,347,2537,0
16510,15,2250,44,0
16511,1,25,1594,0
16512,3,2034,20,0
16513,497,55,8,0
16514,17,1237,2,0
16515,3,2637,38,0
16516,611,224,142,0
16517,23,1490,16,0
16518,411,382,4,1
16519,5,3282,9,5
16520,309,442,8,0
16521,14,9,2486,0
16522,2,2029,7,0
16523,288,1966,21,138
16524,13,96,2919,0
16525,7,1149,4,0
16526,1054,128,0,0
16527,6,36,2183,0
16528,76,2217,0,15
16529,451,2,0,5
16530,494,224,268,0
16531,4,2,1463,0
16532,772,0,4,0
16533,944,0,0,0
16534,80,1,1607,1
16535,62,1047,4,0
16536,150,1667,67,0
16537,380,12,0,0
16538,616,854,14,0
16539,918,81,295,0
16540,422,2,1,23
16541,236,1361,5,0
16542,844,4,2,0
16543,52,10,0,0
16544,1,1467,2,0
16545,3,1271,1,0
16546,87,932,5,0
16547,618,491,29,0
16548,103,1280,11,0
16549,637,65,0,7
16550,28,1,0,459
16551,19,22,1800,0
16552,502,275,0,4
16553,5,5,1583,0
16554,954,84,15,0
16555,13,879,592,0
16556,716,7,0,0
16557,906,106,341,0
16558,33,79,1704,0
16559,754,21,225,0
16560,17,2,3703,0
16561,16,7,1823,0
16562,30,2483,11,0
16563,1,0,2302,1
16564,736,3,6,0
16565,499,25,86,3
16566,354,1004,0,0
16567,40,3161,37,0
16568,411,14,0,0
16569,6,48,2664,0
16570,21,659,13,0
16571,12,3,2076,0
16572,155,555,16,135
16573,1,45,1824,0
16574,56,1481,8,0
16575,65,2,66,224
16576,1,149,2977,0
16577,2,0,2439,0
16578,2,1653,23,0
16579,746,470,0,3
16580,445,23,0,13
16581,2,422,2048,0
16582,25,982,13,0
16583,2,876,3,0
16584,310,3931,68,0
16585,6,3815,8,0
16586,7,3,2025,0
16587,4,320,3153,0
16588,16,0,1587,0
16589,63,0,2159,0
16590,112,1900,3,0
16591,515,52,6,2
16592,19,10,1842,0
16593,24,8,1005,0
16594,1,23,1995,0
16595,41,1874,3,0
16596,47,1886,268,0
16597,25,0,2682,3
16598,683,279,90,0
16599,99,2319,67,0
16600,660,16,7,0
16601,16,1940,2,0
16602,871,33,69,0
16603,7,42,2230,0
16604,6,7,2082,3
16605,12,1116,1,0
16606,12,1756,3,0
16607,753,107,6,0
16608,496,318,0,0
16609,7,1194,2,0
16610,4,43,3335,0
16611,2,792,11,0
16612,54,268,1989,0
16613,47,1278,1,0
16614,432,256,9,0
16615,17,1,0,194
16616,0,213,1435,0
16617,200,1038,0,0
16618,5,14,2259,0
16619,26,22,7,234
16620,17,2031,11,0
16621,11,1166,315,33
16622,22,2641,2,0
16623,668,182,7,0
16624,1074,54,82,0
16625,0,17,1195,0
16626,2,1801,14,0
16627,2,54,1603,0
16628,444,46,25,0
16629,556,1,82,0
16630,654,336,0,4
16631,33,57,1097,0
16632,4,2675,30,0
16633,2,1047,10,0
16634,517,74,0,4
16635,259,397,1662,0
16636,701,207,1103,0
16637,30,1251,204,0
16638,3,55,1669,0
16639,662,33,0,0
16640,38,890,8,0
16641,2,4,3839,0
16642,1,532,1,0
16643,17,2454,0,11
16644,3,1241,3,0
16645,13,410,3,0
16646,15,1306,9,0
16647,15,694,1,0
16648,1,50,3785,0
16649,6,1140,7,0
16650,24,1728,11,0
16651,2,849,13,0
16652,37,1066,13,0
16653,44,38,2205,0
16654,11,1081,7,0
16655,100,16,3741,0
16656,484,16,2,0
16657,2,1273,36,0
16658,12,512,4033,0
16659,7,1673,13,0
16660,678,329,408,0
16661,31,1445,0,2
16662,56,83,0,248
16663,4,1450,2,0
16664,0,107,0,0
16665,3,1443,3,0
16666,10,380,0,1
16667,517,0,23,3
16668,51,892,9,0
16669,597,60,80,38
16670,3,0,2183,0
16671,6,1642,16,0
16672,654,588,140,0
16673,18,17,851,0
16674,608,417,1279,0
16675,1,1258,2,0
16676,857,12,4,0
16677,69,2137,11,0
16678,5,0,37,96
16679,986,4,0,0
16680,9,1928,22,0
16681,30,13,0,265
16682,10,3145,7,0
16683,3,1887,1,0
16684,4,768,248,0
16685,18,92,2657,0
16686,2,1765,677,0
16687,1,2,2011,0
16688,5,681,2,0
16689,14,1019,6,0
16690,18,687,767,0
16691,15,1880,3,0
16692,5,874,72,0
16693,3,884,2,0
16694,32,2,1849,0
16695,21,2417,24,0
16696,569,8,52,0
16697,699,73,0,1
16698,4,2,792,0
16699,1681,7,0,63
16700,1,10,1626,0
16701,434,2265,22,0
16702,7,1009,5,0
16703,669,234,35,8
16704,481,26,17,0
16705,453,15,95,0
16706,2,919,0,0
16707,33,33,1824,0
16708,111,0,25,0
16709,16,60,1534,0
16710,3,1121,22,0
16711,3,8,948,0
16712,3,114,1758,0
16713,27,1408,8,0
16714,9,1,2,285
16715,26,27,1805,0
16716,465,40,26,0
16717,42,1033,425,0
16718,4,1361,125,0
16719,9,2623,192,0
16720,1,1833,4,0
16721,929,14,19,0
16722,38,0,18,730
16723,11,892,557,0
16724,757,8,232,0
16725,10,1072,1,0
16726,3,96,1447,0
16727,1,19,1705,0
16728,6,1755,7,4
16729,626,283,72,0
16730,4,28,3064,0
16731,593,39,8,0
16732,41,53,2608,0
16733,446,1307,14,0
16734,2,15,2259,0
16735,648,0,166,0
16736,5,1621,21,0
16737,1,2,1807,0
16738,11,12,33,350
16739,524,148,14,0
16740,55,2088,37,0
16741,1,1548,9,0
16742,23,1845,2,0
16743,84,1654,1186,0
16744,775,86,54,0
16745,1,180,2031,0
16746,3,1504,2,0
16747,106,79,6304,0
16748,1,9,2463,0
16749,684,0,2,0
16750,67,124,1940,0
16751,29,1498,19,0
16752,2,1,1291,0
16753,4,39,2046,0
16754,30,0,3280,3
16755,317,0,0,0
16756,1,1700,1,0
16757,31,70,955,0
16758,11,1027,2201,0
16759,3,1542,15,0
16760,9,57,1465,0
16761,525,2,0,4
16762,149,3,0,0
16763,1,748,30,0
16764,15,21,2599,0
16765,10,15,1177,0
16766,16,104,1570,0
16767,143,609,1268,0
16768,9,8,2331,0
16769,697,0,11,0
16770,31,2675,4,0
16771,4,27,2780,0
16772,687,2202,519,24
16773,1,61,1682,0
16774,6,0,1969,0
16775,589,10,6,1
16776,919,738,15,0
16777,20,1626,1,0
16778,3,0,807,0
16779,491,4,331,0
16780,13,1610,2,3
16781,579,388,0,4
16782,21,164,1796,0
16783,17,1117,12,0
16784,38,236,2476,0
16785,584,19,100,0
16786,511,20,178,0
16787,16,1109,0,0
16788,447,77,5,0
16789,479,1,6,9
16790,28,824,0,3
16791,142,1451,5,0
16792,820,67,0,0
16793,9,8,1334,0
16794,453,0,3,12
16795,34,1229,3,0
16796,43,37,1649,0
16797,4,440,2229,0
16798,42,1418,16,0
16799,14,5,94,143
16800,433,1650,7,6
16801,565,317,531,2
16802,18,710,0,1
16803,1,35,2241,0
16804,8,3490,10,0
16805,12,1601,6,0
16806,5,2148,3,0
16807,7,2082,2,0
16808,44,9,2092,0
16809,35,763,6,0
16810,7,3,3233,0
16811,32,2106,3,0
16812,574,4009,1,2
16813,12,301,3055,0
16814,119,1311,50,0
16815,90,134,1868,0
16816,70,68,1743,9
16817,558,0,2,0
16818,639,32,9,0
16819,1,3,0,168
16820,1,31,1245,0
16821,7,19,2,0
16822,55,1066,3,16
16823,21,1831,4,0
16824,1,1970,134,0
16825,224,5,143,0
16826,104,54,2037,0
16827,8,1195,14,0
16828,0,51,1965,0
16829,463,111,2,0
16830,486,286,32,0
16831,21,2563,2,0
16832,11,26,1991,3
16833,613,111,19,2
16834,30,1,3995,0
16835,3,2151,18,0
16836,431,59,38,0
16837,0,5,0,130
16838,5,1130,13,0
16839,3,1297,7,0
16840,3,6,6472,0
16841,2,1888,8,0
16842,42,2,2668,0
16843,6,1336,6,0
16844,603,34,20,0
16845,14,35,2230,0
16846,21,1102,5,3
16847,197,51,1368,0
16848,8,1882,2,0
16849,4,890,8,0
16850,16,984,2,0
16851,467,127,141,0
16852,469,139,410,0
16853,587,177,60,0
16854,8,19,1227,0
16855,2,1260,22,0
16856,6,2134,4,0
16857,679,1,0,4
16858,8,225,2906,0
16859,14,39,1453,0
16860,4,1369,6,0
16861,6,958,16,0
16862,2,1327,720,0
16863,57,1455,1,0
16864,20,874,3,0
16865,654,13,20,0
16866,1,2770,61,0
16867,2,5,1809,0
16868,1,28,1485,0
16869,4,876,2,0
16870,9,938,1,2
16871,4,18,1712,0
16872,561,19,0,0
16873,6,1685,2,0
16874,52,1220,0,1
16875,60,1283,1,0
16876,1108,3,5,0
16877,25,1043,1,0
16878,9,2260,1,0
16879,4,778,48,0
16880,14,1328,2,0
16881,6,12,2454,0
16882,1,1,4082,0
16883,2,17,1804,0
16884,798,514,3,0
16885,47,12,2448,0
16886,1048,1,0,0
16887,258,1887,1,0
16888,6,1034,1891,0
16889,57,69,2147,0
16890,431,700,10,16
16891,12,2289,9,0
16892,607,0,0,0
16893,2,1,1665,0
16894,522,47,9,0
16895,1,428,2006,0
16896,694,29,3,12
16897,1,10,1537,0
16898,0,802,25,0
16899,20,12,2317,0
16900,2,4,1613,0
16901,6,2,1850,0
16902,616,0,0,0
16903,7,191,1613,0
16904,3,10,1854,0
16905,9,305,2399,0
16906,1,199,261,0
16907,1,2,2429,0
16908,5,837,4,0
16909,10,40,3018,0
16910,85,1,1651,0
16911,75,258,2438,0
16912,8,61,2609,0
16913,33,27,2447,0
16914,16,574,1900,0
16915,681,8,106,18
16916,1,861,2,0
16917,9,5,3426,0
16918,66,606,1692,0
16919,526,0,10,16
16920,3,2070,0,0
16921,105,1315,4,0
16922,5,3,2140,0
16923,6,953,6,0
16924,11,10,2103,0
16925,750,57,211,6
16926,505,183,0,7
16927,639,0,0,0
16928,9,10,1882,0
16929,3,1132,5,0
16930,8,57,2929,0
16931,646,140,23,9
16932,9,1,1162,0
16933,2,62,2293,0
16934,7,0,1711,1
16935,528,21,0,1
16936,1,2101,96,0
16937,31,2,2475,0
16938,83,995,2,0
16939,635,1,36,0
16940,497,7,0,0
16941,3,807,98,0
16942,2,1192,1,0
16943,45,5,2160,0
16944,615,200,2,0
16945,10,10,1794,0
16946,4,3,2141,0
16947,37,5,2172,0
16948,580,127,29,0
16949,20,2680,91,0
16950,20,67,1284,0
16951,1,123,1648,0
16952,1,16,2,152
16953,6,87,1847,0
16954,575,86,0,18
16955,731,6,3,0
16956,7,26,2750,0
16957,10,9,150,0
16958,7,1035,113,0
16959,9,67,1261,0
16960,52,831,354,0
16961,1,1286,10,0
16962,591,112,322,0
16963,14,2023,335,0
16964,54,766,32,0
16965,2,804,1,0
16966,13,1,1417,0
16967,9,30,2745,0
16968,76,87,1728,0
16969,10,4,1361,0
16970,4,35,1060,0
16971,2,2,1500,0
16972,2,1324,1,0
16973,749,129,71,0
16974,11,942,268,0
16975,156,2672,3,0
16976,30,1022,4,0
16977,493,32,0,8
16978,35,1354,21,0
16979,25,894,20,0
16980,14,4,1244,0
16981,3,1786,5,0
16982,14,57,1040,0
16983,1,2231,2,0
16984,639,114,0,5
16985,335,302,23,0
16986,0,2268,11,0
16987,831,33,75,0
16988,465,0,0,0
16989,690,6,706,0
16990,428,821,3,0
16991,517,239,0,3
16992,5,0,0,204
16993,90,479,58,0
16994,760,220,3,3
16995,2,709,287,0
16996,637,524,254,3
16997,24,66,797,0
16998,8,2,2979,0
16999,72,2576,18,0
17000,86,790,3,0
17001,7,2428,27,0
17002,1,1194,2,0
17003,790,156,4,0
17004,3,94,3144,0
17005,7,3570,6,0
17006,14,132,2364,0
17007,563,31,42,0
17008,2,1199,42,0
17009,81,1928,8,2
17010,1201,0,0,0
17011,8,1,1731,0
17012,11,1327,14,0
17013,2,2879,3,0
17014,7,32,1221,0
17015,15,1051,1,0
17016,475,196,3,0
17017,2,2,1361,0
17018,2,3246,6,0
17019,25,139,3314,0
17020,4,1746,9,0
17021,38,2,1904,0
17022,2,1043,1,0
17023,534,1209,45,6
17024,487,581,4,0
17025,1151,934,1,0
17026,652,20,17,2
17027,761,181,94,0
17028,473,799,0,9
17029,18,1235,39,1
17030,1,4,2551,0
17031,12,1606,76,0
17032,4,3,2101,0
17033,0,180,3294,0
17034,3,5,1836,0
17035,58,35,1280,0
17036,586,1842,23,0
17037,476,269,298,3
17038,617,324,89,0
17039,13,2677,78,0
17040,20,52,1004,0
17041,18,27,3050,0
17042,607,7,42,0
17043,570,24,1116,1
17044,8,1433,34,0
17045,39,2229,11,0
17046,893,542,11,0
17047,4,8,1235,0
17048,2,806,13,0
17049,3,1425,64,0
17050,52,1986,2,0
17051,1,1501,18,0
17052,7,782,15,0
17053,668,1131,210,0
17054,462,47,1,0
17055,49,228,1496,0
17056,42,15,0,199
17057,31,36,1721,0
17058,7,14,2582,0
17059,818,1046,1,1
17060,416,550,7,0
17061,831,1,2,0
17062,490,94,6,0
17063,2,17,2558,1
17064,453,3,475,0
17065,41,1237,2,0
17066,1,972,7,0
17067,479,337,182,0
17068,13,14,1976,0
17069,161,1929,19,0
17070,158,1139,4,0
17071,1,747,9,0
17072,815,206,185,1
17073,5,912,0,0
17074,713,1,54,1
17075,1,1666,20,0
17076,1,1019,2,0
17077,11,2,1997,0
17078,1,1562,6,0
17079,8,1041,638,33
17080,571,19,0,0
17081,4,95,1245,0
17082,7,998,38,0
17083,12,5,1886,0
17084,529,241,4,0
17085,73,13,0,0
17086,800,0,0,0
17087,542,26,0,0
17088,1,50,1891,0
17089,470,245,0,1
17090,437,16,0,5
17091,700,19,12,0
17092,506,1457,5,0
17093,23,868,3,0
17094,1,7,0,0
17095,486,676,1,0
17096,6,6,3229,0
17097,0,4,1556,4
17098,11,649,8,0
17099,6,158,3598,0
17100,481,5,0,1
17101,38,10,1459,0
17102,5,1409,15,0
17103,2,2050,2,0
17104,7,101,1795,0
17105,11,1625,7,0
17106,1,1526,5,0
17107,629,198,8,4
17108,553,80,80,1
17109,567,16,1,0
17110,40,0,47,139
17111,3,259,2352,0
17112,514,373,0,13
17113,4,51,2638,0
17114,734,151,7,0
17115,43,2082,0,1
17116,14,1922,2,13
17117,1,7,1694,0
17118,0,0,1551,0
17119,222,2038,613,0
17120,116,879,66,2
17121,18,1367,44,0
17122,13,26,2361,0
17123,3,34,1569,0
17124,5,3,1912,0
17125,6,3,2065,0
17126,493,26,0,0
17127,477,207,1299,0
17128,14,1135,106,0
17129,803,6,26,0
17130,503,121,20,1
17131,779,277,11,1
17132,18,1505,5,0
17133,1,2,1651,0
17134,64,777,3,0
17135,104,1736,1,0
17136,4,1778,133,0
17137,516,0,7,6
17138,2,628,1,0
17139,147,26,2669,0
17140,58,872,65,0
17141,24,1061,3,0
17142,139,1888,33,0
17143,1,114,2471,0
17144,3,17,2563,0
17145,632,163,29,0
17146,118,1836,8,0
17147,4,1920,13,0
17148,12,20,2250,0
17149,4,24,2481,0
17150,6,1785,178,0
17151,4,1371,3,0
17152,39,2097,298,0
17153,84,2093,119,0
17154,13,1109,47,0
17155,560,0,2,0
17156,96,883,0,0
17157,4,1211,13,0
17158,43,753,22,0
17159,402,0,0,0
17160,2,27,2851,0
17161,23,1830,16,0
17162,11,1656,0,1
17163,19,3,1851,7
17164,11,172,1355,0
17165,25,1788,11,0
17166,5,1428,478,0
17167,973,465,236,0
17168,12,0,45,0
17169,14,2133,88,0
17170,506,91,5,0
17171,11,1571,13,1
17172,27,37,3124,0
17173,3,769,237,6
17174,1023,22,154,2
17175,4,9,3495,0
17176,2,2223,16,0
17177,3,19,890,0
17178,2,674,30,0
17179,7,1,0,114
17180,820,17,20,0
17181,551,39,8,0
17182,106,179,1482,0
17183,9,339,1678,0
17184,5,1281,1,0
17185,3,5195,5,0
17186,24,15,2662,0
17187,563,32,0,4
17188,581,197,73,1
17189,6,161,1866,1
17190,655,286,0,6
17191,6,259,1782,0
17192,2,15,2733,0
17193,2,2012,10,0
17194,7,42,1561,0
17195,1,17,0,0
17196,3,2099,96,0
17197,13,1673,15,0
17198,499,0,0,0
17199,23,1534,27,0
17200,4,14,2228,0
17201,53,1960,2,0
17202,690,3,111,0
17203,657,305,19,0
17204,11,260,10,218
17205,552,67,41,0
17206,15,1285,9,0
17207,11,1398,2,0
17208,1,13,0,199
17209,5,2225,0,3
17210,15,1547,2,0
17211,27,53,1889,0
17212,506,144,13,0
17213,526,583,0,1
17214,8,786,1,10
17215,27,1231,12,0
17216,61,2526,15,5
17217,64,1930,44,1
17218,2,2092,3,0
17219,421,106,1,0
17220,2,141,2129,0
17221,22,1634,12,0
17222,481,0,6,0
17223,69,1156,353,0
17224,15,1026,2218,0
17225,0,1568,65,3
17226,544,613,8,0
17227,638,691,17,0
17228,1,236,0,0
17229,445,103,17,64
17230,25,0,3,524
17231,684,2,0,0
17232,7,1267,254,0
17233,5,42,3508,0
17234,408,3,9,0
17235,464,312,15,0
17236,0,1498,132,0
17237,1,136,1695,0
17238,4,1199,1,0
17239,5,39,1949,0
17240,23,25,2032,0
17241,4,775,151,1
17242,50,14,920,0
17243,2,1494,11,0
17244,29,35,1548,0
17245,20,1,3452,0
17246,480,0,0,0
17247,627,16,61,0
17248,8,1939,1,1
17249,1,61,1934,0
17250,1,10,2093,0
17251,26,105,0,284
17252,2,1,1695,0
17253,40,33,2668,0
17254,27,0,2252,0
17255,25,778,11,0
17256,3,1804,428,0
17257,63,1841,2,0
17258,646,60,10,0
17259,15,1885,1,0
17260,15,1446,3,0
17261,1,857,9,0
17262,614,0,0,0
17263,4,155,1573,0
17264,69,334,2380,0
17265,4,875,25,0
17266,9,31,1824,0
17267,2,202,2259,0
17268,38,1279,9,0
17269,96,1396,0,21
17270,486,3,475,0
17271,492,473,86,0
17272,1,77,2647,0
17273,839,155,410,0
17274,3,326,2035,0
17275,18,2162,11,0
17276,49,1102,2,2
17277,5,9,0,0
17278,13,1,2491,0
17279,3,1417,4,0
17280,606,126,12,0
17281,3,612,2,0
17282,962,9,100,0
17283,8,2,2074,0
17284,597,796,95,0
17285,5,529,80,0
17286,3,2946,23,0
17287,853,9,233,0
17288,3,0,2877,0
17289,4,2217,0,0
17290,957,0,2,0
17291,4,1270,21,0
17292,15,1442,11,0
17293,222,259,0,0
17294,31,1755,1,1
17295,553,801,1154,3
17296,54,169,2596,0
17297,609,322,3,6
17298,41,1,2926,0
17299,714,228,0,1
17300,6,2268,4,0
17301,4,2,1930,0
17302,1,24,2090,0
17303,16,744,1,0
17304,704,0,0,0
17305,5,1086,22,0
17306,8,6,1706,0
17307,4,2382,7,0
17308,653,1,4,0
17309,53,185,0,201
17310,449,442,6,7
17311,38,7,1699,0
17312,6,0,2086,1
17313,2,1544,359,0
17314,5,245,1610,0
17315,0,1783,4,0
17316,4,3221,3,0
17317,7,2324,75,0
17318,30,1745,2,0
17319,1,1000,7,0
17320,2,1336,12,0
17321,539,22,133,0
17322,2,0,1309,191
17323,8,1357,33,0
17324,608,91,0,2
17325,32,1449,3,0
17326,115,1849,27,0
17327,623,0,0,0
17328,480,130,0,10
17329,51,2845,16,0
17330,569,332,0,1
17331,2,39,1301,0
17332,1,1370,15,0
17333,4,2358,31,0
17334,89,3094,1,0
17335,1246,136,109,0
17336,15,22,2417,0
17337,15,1907,24,0
17338,2,214,2202,0
17339,130,1956,4,0
17340,10,1790,2,0
17341,15,2237,44,0
17342,951,0,0,0
17343,447,0,107,0
17344,535,513,251,0
17345,79,2726,5,0
17346,9,17,2061,0
17347,1320,35,10,0
17348,738,6,2,0
17349,19,1516,6,0
17350,11,2082,9,0
17351,1,1831,8,0
17352,0,1909,689,0
17353,6,50,1535,0
17354,671,24,5,0
17355,11,1639,20,0
17356,0,576,21,6
17357,7,0,0,0
17358,90,889,3,0
17359,2,33,2752,0
17360,1,548,0,4
17361,469,169,58,0
17362,36,42,1694,0
17363,3,31,2072,0
17364,199,26,990,1
17365,8,1342,2,0
17366,4,4,1350,0
17367,10,435,2155,0
17368,18,28,1731,0
17369,3,1905,1,2
17370,3,1644,1,0
17371,1,168,1851,0
17372,20,1099,0,0
17373,73,2088,48,0
17374,35,13,1684,0
17375,1,6,1102,0
17376,11,19,2824,0
17377,24,988,38,0
17378,34,23,1621,0
17379,49,741,41,0
17380,158,0,26,0
17381,24,1048,10,0
17382,0,1,1,0
17383,3,2388,7,0
17384,2,1601,654,0
17385,38,1142,5,0
17386,1360,0,505,0
17387,21,4,2392,0
17388,0,10,1270,2
17389,9,1347,6,0
17390,515,2,0,1
17391,58,1399,6,0
17392,46,1116,4,0
17393,19,830,108,0
17394,924,586,7,0
17395,18,1560,44,0
17396,1,12,1035,0
17397,105,35,1848,2
17398,2,20,1613,0
17399,4,12,2780,0
17400,53,83,0,160
17401,108,2067,0,1
17402,6,1680,0,0
17403,145,1531,0,0
17404,0,10,1538,1
17405,7,1176,3,0
17406,7,1865,0,2
17407,716,153,50,0
17408,644,14,1,0
17409,395,87,0,9
17410,1048,1478,681,0
17411,3,4,1909,0
17412,10,63,3766,0
17413,8,1145,38,0
17414,6,3303,6,0
17415,836,18,9,0
17416,97,1381,4,0
17417,6,1112,5,0
17418,1,2626,2,0
17419,4,855,156,0
17420,7,631,37,0
17421,3,3,1633,0
17422,548,0,2,0
17423,491,0,0,0
17424,19,22,1037,0
17425,6,6,979,0
17426,1,32,1942,0
17427,1,1850,30,0
17428,5,1,936,0
17429,5,79,2227,0
17430,7,1881,105,0
17431,10,102,2332,0
17432,562,101,64,0
17433,10,1021,160,0
17434,54,1007,22,0
17435,681,14,56,0
17436,3,23,1814,0
17437,462,74,0,1
17438,546,51,8,0
17439,776,27,988,3
17440,869,0,0,0
17441,8,1576,16,0
17442,2,1412,0,1
17443,10,2055,15,2
17444,12,1837,1,0
17445,461,17,1,0
17446,651,39,284,0
17447,49,1479,1152,4
17448,2,19,2395,0
17449,74,77,1899,0
17450,917,552,24,0
17451,12,46,2188,0
17452,33,1575,5,0
17453,1,10,2537,0
17454,1,4,0,0
17455,11,1254,2,0
17456,9,53,1328,0
17457,455,47,2160,7
17458,2,1576,14,0
17459,2,1,1764,0
17460,58,435,1633,0
17461,34,1364,2,0
17462,565,0,0,0
17463,520,8,0,0
17464,390,75,0,0
17465,3,1091,14,0
17466,5,498,6,0
17467,11,1018,22,0
17468,3,2,3046,0
17469,2,2772,2,0
17470,4,7,2278,0
17471,25,1813,100,0
17472,9,1043,10,4
17473,1,1411,1,0
17474,3,1293,43,0
17475,72,2567,5,0
17476,0,2,2708,0
17477,9,1350,78,1
17478,7,1385,47,0
17479,1,8,2531,0
17480,10,5,392,0
17481,22,1405,0,2
17482,0,31,1287,1
17483,1,1415,196,0
17484,78,162,2392,0
17485,26,1144,0,0
17486,22,5,1202,0
17487,796,0,0,0
17488,63,8,2772,0
17489,14,1020,44,0
17490,474,505,0,5
17491,26,60,1934,0
17492,460,22,39,0
17493,4,1527,37,0
17494,15,1352,44,0
17495,3,6,1453,0
17496,1,5,1696,0
17497,2,1338,4,0
17498,31,980,2,0
17499,15,1283,7,0
17500,426,21,8,0
17501,31,211,1775,0
17502,152,1147,3,2
17503,47,1593,236,0
17504,5,294,1304,0
17505,737,14,4,0
17506,1,1269,12,0
17507,2,1013,719,0
17508,22,255,2206,0
17509,101,1509,5,0
17510,5,1100,0,7
17511,17,22,2402,1
17512,113,2762,17,2
17513,568,10,57,0
17514,526,65,8,1
17515,3,2002,22,0
17516,2,4643,16,0
17517,589,538,546,0
17518,1,2338,33,0
17519,3,2,2039,0
17520,6,969,6,0
17521,201,1863,0,2
17522,854,1,1,0
17523,1,989,5,0
17524,4,1131,269,0
17525,7,1435,1,0
17526,7,0,4,0
17527,7,1350,7,0
17528,31,82,0,176
17529,780,787,2,0
17530,780,0,0,0
17531,22,1603,1,4
17532,0,989,243,1
17533,941,74,51,2
17534,2,51,1984,0
17535,45,1508,218,0
17536,37,1261,19,0
17537,590,152,305,1
17538,5,832,17,0
17539,0,50,1486,0
17540,801,0,0,0
17541,39,169,2501,0
17542,875,148,0,1
17543,1,46,5,177
17544,79,1560,415,0
17545,8,1689,23,1
17546,2,1089,198,0
17547,575,45,29,4
17548,2,210,1324,0
17549,454,128,342,1
17550,670,274,20,0
17551,1057,8,47,0
17552,207,2338,34,0
17553,46,1117,0,0
17554,656,4,28,0
17555,17,1356,335,1
17556,644,1,55,0
17557,978,10,218,0
17558,521,1,1,0
17559,544,22,3,0
17560,848,0,321,8
17561,591,8,538,0
17562,952,21,90,0
17563,768,266,6,0
17564,739,47,151,0
17565,2,2388,40,0
17566,784,15,68,0
17567,11,1326,1,0
17568,1036,6,5,0
17569,1072,174,15,0
17570,83,1994,6,0
17571,824,3,148,1
17572,532,5,62,0
17573,859,92,546,0
17574,484,83,443,0
17575,842,35,50,0
17576,586,5,29,0
17577,630,90,2,1
17578,26,1458,19,5
17579,798,9,6,0
17580,703,1745,18,0
17581,21,2265,18,0
17582,1069,1,15,0
17583,587,68,3,0
17584,980,18,1173,0
17585,602,5,408,0
17586,630,33,67,0
17587,1,1839,5,0
17588,1478,0,8,0
17589,61,38,1734,2
17590,600,255,23,0
17591,821,11,679,0
17592,17,174,1131,0
17593,867,4,4,0
17594,1,3,1475,0
17595,549,21,34,0
17596,869,174,2,0
